# cmd: docker logs --tail 32 vse_directus
# time: 2026-03-19T11:12:41+00:00

[12:42:53] GET /items/vp_location_anchors?limit=1&fields=id%2Ctitle%2Ccode%2Ckind%2Cx%2Cy%2Cheading_deg%2Cmeta_json%2Cis_active%2Clocation_id.id%2Clocation_id.title%2Clocation_id.slug%2Clocation_id.kind%2Clocation_id.description%2Clocation_id.address%2Clocation_id.city%2Clocation_id.country%2Clocation_id.timezone%2Clocation_id.default_language%2Clocation_id.is_active%2Clevel_id.id%2Clevel_id.code%2Clevel_id.title%2Clevel_id.z_index%2Clevel_id.is_active%2Cnode_id.id%2Cnode_id.title%2Cnode_id.kind%2Cnode_id.x%2Cnode_id.y%2Cnode_id.z&filter=%7B%22_and%22%3A%5B%7B%22qr_code_id%22%3A%7B%22_eq%22%3A9701%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%5D%7D 200 17ms
[12:42:53] GET /items/vp_location_nodes?limit=1000&fields=id%2Ctitle%2Ckind%2Cx%2Cy%2Cz%2Cis_active%2Cis_public%2Caccessibility_tags%2Cmeta_json&filter=%7B%22_and%22%3A%5B%7B%22location_id%22%3A%7B%22_eq%22%3A9001%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22is_public%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22level_id%22%3A%7B%22_eq%22%3A9101%7D%7D%5D%7D&sort=id 200 16ms
[12:42:53] GET /items/vp_location_edges?limit=2000&fields=id%2Ckind%2Cdistance_m%2Cduration_s%2Cis_bidirectional%2Cis_active%2Cis_accessible%2Clevel_change%2Crestrictions_json%2Cmeta_json%2Cfrom_node_id.id%2Cto_node_id.id&filter=%7B%22_and%22%3A%5B%7B%22location_id%22%3A%7B%22_eq%22%3A9001%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%5D%7D&sort=id 200 39ms
[12:42:53] GET /items/vp_location_pois?limit=500&fields=id%2Ctitle%2Cslug%2Ckind%2Cbrand%2Cdescription%2Cicon%2Cx%2Cy%2Curl%2Cphone%2Copening_hours%2Csort%2Ckeywords%2Cis_public%2Cnode_id.id%2Cscene_id.id%2Cinstruction_id&filter=%7B%22_and%22%3A%5B%7B%22location_id%22%3A%7B%22_eq%22%3A9001%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22is_public%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22level_id%22%3A%7B%22_eq%22%3A9101%7D%7D%5D%7D&sort=sort,title 200 16ms
[12:43:09] GET /items/qr_codes?limit=1&fields=id%2Ccode%2Ctype%2Ctitle%2Cinstruction_url%2Cis_active%2Cnotes%2Clocation_title%2Clocation_payload%2Cservice_payload%2Cproduct_id.%2A%2Cqr_payload_url%2Cqr_file%2Cqr_file_png%2Cinstruction_id%2Ctenant_id%2Cscene_id.id%2Cscene_id.title%2Cscene_id.kind%2Cscene_id.model_file%2Cscene_id.poster_file%2Cscene_id.viewer_config%2Cscene_id.requires_password%2Cscene_id.password_hint%2Cscene_id.expires_at%2Cscene_id.is_active&filter=%7B%22code%22%3A%7B%22_eq%22%3A%22VP-DEMO-HYPER-L1-ENTRANCE%22%7D%7D 200 18ms
[12:43:09] GET /items/qr_codes?limit=1&fields=id%2Ccode%2Ctitle%2Ctype%2Cis_active%2Clocation_title%2Cscene_id.id%2Cscene_id.title%2Cscene_id.kind%2Cscene_id.model_file%2Cscene_id.poster_file%2Cscene_id.viewer_config%2Cscene_id.requires_password%2Cscene_id.password_hint%2Cscene_id.expires_at%2Cscene_id.is_active&filter=%7B%22code%22%3A%7B%22_eq%22%3A%22VP-DEMO-HYPER-L1-ENTRANCE%22%7D%7D 200 23ms
[12:43:09] GET /items/vp_location_anchors?limit=1&fields=id%2Ctitle%2Ccode%2Ckind%2Cx%2Cy%2Cheading_deg%2Cmeta_json%2Cis_active%2Clocation_id.id%2Clocation_id.title%2Clocation_id.slug%2Clocation_id.kind%2Clocation_id.description%2Clocation_id.address%2Clocation_id.city%2Clocation_id.country%2Clocation_id.timezone%2Clocation_id.default_language%2Clocation_id.is_active%2Clevel_id.id%2Clevel_id.code%2Clevel_id.title%2Clevel_id.z_index%2Clevel_id.is_active%2Cnode_id.id%2Cnode_id.title%2Cnode_id.kind%2Cnode_id.x%2Cnode_id.y%2Cnode_id.z&filter=%7B%22_and%22%3A%5B%7B%22qr_code_id%22%3A%7B%22_eq%22%3A9701%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%5D%7D 200 22ms
[12:43:09] GET /items/vp_location_nodes?limit=1000&fields=id%2Ctitle%2Ckind%2Cx%2Cy%2Cz%2Cis_active%2Cis_public%2Caccessibility_tags%2Cmeta_json&filter=%7B%22_and%22%3A%5B%7B%22location_id%22%3A%7B%22_eq%22%3A9001%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22is_public%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22level_id%22%3A%7B%22_eq%22%3A9101%7D%7D%5D%7D&sort=id 200 11ms
[12:43:09] GET /items/vp_location_edges?limit=2000&fields=id%2Ckind%2Cdistance_m%2Cduration_s%2Cis_bidirectional%2Cis_active%2Cis_accessible%2Clevel_change%2Crestrictions_json%2Cmeta_json%2Cfrom_node_id.id%2Cto_node_id.id&filter=%7B%22_and%22%3A%5B%7B%22location_id%22%3A%7B%22_eq%22%3A9001%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%5D%7D&sort=id 200 15ms
[12:43:09] GET /items/vp_location_pois?limit=500&fields=id%2Ctitle%2Cslug%2Ckind%2Cbrand%2Cdescription%2Cicon%2Cx%2Cy%2Curl%2Cphone%2Copening_hours%2Csort%2Ckeywords%2Cis_public%2Cnode_id.id%2Cscene_id.id%2Cinstruction_id&filter=%7B%22_and%22%3A%5B%7B%22location_id%22%3A%7B%22_eq%22%3A9001%7D%7D%2C%7B%22is_active%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22is_public%22%3A%7B%22_eq%22%3Atrue%7D%7D%2C%7B%22level_id%22%3A%7B%22_eq%22%3A9101%7D%7D%5D%7D&sort=sort,title 200 16ms
[12:49:45] GET /robots.txt 200 1ms
